sample;type;domain_name;domain_accession;domain_len;query_name;query_accession;qlen;sequence_evalue;sequence_score;sequence_bias;domain_N;domain_of;domain_cevalue;domain_ievalue;domain_score;domain_bias;hmm_from;hmm_to;ali_from;ali_to;env_from;env_to;acc;description
GCF_003064245.1_ASM306424v1_protein;colicin;WP_108629661.1;-;686;UniRef50_P17998;-;697;2.3e-172;572.7;12.3;1;2;8e-07;0.0021;14.3;1.1;1;50;22;68;22;74;0.84;colicin-D [Salmonella enterica]
GCF_003064245.1_ASM306424v1_protein;colicin;WP_108629661.1;-;686;UniRef50_P17998;-;697;2.3e-172;572.7;12.3;2;2;5.7e-172;1.5e-168;560.1;4.2;157;697;146;685;134;685;0.88;colicin-D [Salmonella enterica]
GCF_003064245.1_ASM306424v1_protein;colicin;WP_077958122.1;-;719;UniRef50_P17998;-;697;8.6e-119;395.7;17.1;1;2;8.4e-07;0.0022;14.2;1.1;1;50;22;68;22;74;0.84;hypothetical protein [Salmonella enterica]
GCF_003064245.1_ASM306424v1_protein;colicin;WP_077958122.1;-;719;UniRef50_P17998;-;697;8.6e-119;395.7;17.1;2;2;1.9e-118;4.9e-115;383.2;8.8;155;609;144;596;106;624;0.84;hypothetical protein [Salmonella enterica]
GCF_003064265.1_ASM306426v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.5e-38;128.4;8.9;1;1;1.6e-41;7.6e-38;128.1;8.9;4;154;2;152;1;157;0.96;MULTISPECIES: colicin V production protein [Salmonella]
GCF_003064285.1_ASM306428v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.7e-38;128.4;8.9;1;1;1.6e-41;7.9e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_003064285.1_ASM306428v1_protein;colicin;WP_058645033.1;-;583;UniRef50_P05819;-;511;9.6e-23;78.8;0.7;1;2;0.43;1100;-3.9;4.8;24;56;15;51;7;56;0.8;colicin [Salmonella enterica]
GCF_003064285.1_ASM306428v1_protein;colicin;WP_058645033.1;-;583;UniRef50_P05819;-;511;9.6e-23;78.8;0.7;2;2;3.8e-26;9.6e-23;78.8;0.7;146;330;162;334;144;456;0.82;colicin [Salmonella enterica]
GCF_003064285.1_ASM306428v1_protein;colicin;WP_108443139.1;-;714;UniRef50_P05819;-;511;3.4e-21;73.6;3.1;1;3;2.6e-07;0.00066;16.6;1.7;1;50;22;68;22;74;0.83;hypothetical protein [Salmonella enterica]
GCF_003064285.1_ASM306428v1_protein;colicin;WP_108443139.1;-;714;UniRef50_P05819;-;511;3.4e-21;73.6;3.1;2;3;5e-05;0.13;9.1;0;155;201;144;189;135;194;0.81;hypothetical protein [Salmonella enterica]
GCF_003064285.1_ASM306428v1_protein;colicin;WP_108443139.1;-;714;UniRef50_P05819;-;511;3.4e-21;73.6;3.1;3;3;7.5e-16;1.9e-12;44.8;0;256;354;233;330;225;352;0.72;hypothetical protein [Salmonella enterica]
GCF_003064285.1_ASM306428v1_protein;colicin;WP_058645033.1;-;583;UniRef50_P09883;-;582;2.3e-302;1002.1;22.5;1;1;1e-305;2.6e-302;1001.9;22.5;1;582;1;578;1;578;0.99;colicin [Salmonella enterica]
GCF_003064285.1_ASM306428v1_protein;colicin;WP_108443139.1;-;714;UniRef50_P09883;-;582;1.9e-23;81.1;0.2;1;3;7.7e-27;1.9e-23;81.1;0.2;160;334;129;305;86;311;0.84;hypothetical protein [Salmonella enterica]
GCF_003064285.1_ASM306428v1_protein;colicin;WP_108443139.1;-;714;UniRef50_P09883;-;582;1.9e-23;81.1;0.2;2;3;0.98;2500;-5.1;3.3;87;127;329;368;323;376;0.73;hypothetical protein [Salmonella enterica]
GCF_003064285.1_ASM306428v1_protein;colicin;WP_108443139.1;-;714;UniRef50_P09883;-;582;1.9e-23;81.1;0.2;3;3;1.6;4000;-5.8;3.2;206;243;466;506;464;516;0.78;hypothetical protein [Salmonella enterica]
GCF_003064285.1_ASM306428v1_protein;colicin;WP_108443139.1;-;714;UniRef50_P17998;-;697;1.1e-118;395.3;15.3;1;3;1.3e-06;0.0021;14.2;1.1;1;50;22;68;22;74;0.84;hypothetical protein [Salmonella enterica]
GCF_003064285.1_ASM306428v1_protein;colicin;WP_108443139.1;-;714;UniRef50_P17998;-;697;1.1e-118;395.3;15.3;2;3;4.6e-05;0.077;9.1;0;157;201;146;189;133;200;0.82;hypothetical protein [Salmonella enterica]
GCF_003064285.1_ASM306428v1_protein;colicin;WP_108443139.1;-;714;UniRef50_P17998;-;697;1.1e-118;395.3;15.3;3;3;9.6e-117;1.6e-113;378.2;4.3;256;595;233;576;214;619;0.89;hypothetical protein [Salmonella enterica]
GCF_003064285.1_ASM306428v1_protein;colicin;WP_085336308.1;-;296;UniRef50_P17998;-;697;1.2e-74;249.7;2.5;1;1;8.6e-78;1.4e-74;249.5;2.5;437;609;1;173;1;203;0.91;pyocin [Salmonella enterica]
GCF_003064285.1_ASM306428v1_protein;colicin;WP_058645033.1;-;583;UniRef50_P17998;-;697;2.5e-21;73.5;1.7;1;2;0.55;920;-4.4;3.9;23;56;14;51;5;57;0.78;colicin [Salmonella enterica]
GCF_003064285.1_ASM306428v1_protein;colicin;WP_058645033.1;-;583;UniRef50_P17998;-;697;2.5e-21;73.5;1.7;2;2;1.5e-24;2.5e-21;73.5;1.7;145;337;161;340;143;370;0.81;colicin [Salmonella enterica]
GCF_003064305.1_ASM306430v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.7e-38;128.4;8.9;1;1;1.6e-41;7.9e-38;128.1;8.9;4;154;2;152;1;157;0.96;MULTISPECIES: colicin V production protein [Salmonella]
GCF_003064305.1_ASM306430v1_protein;colicin;WP_058645033.1;-;583;UniRef50_P05819;-;511;9.6e-23;78.8;0.7;1;2;0.43;1100;-3.9;4.8;24;56;15;51;7;56;0.8;colicin [Salmonella enterica]
GCF_003064305.1_ASM306430v1_protein;colicin;WP_058645033.1;-;583;UniRef50_P05819;-;511;9.6e-23;78.8;0.7;2;2;3.8e-26;9.6e-23;78.8;0.7;146;330;162;334;144;456;0.82;colicin [Salmonella enterica]
GCF_003064305.1_ASM306430v1_protein;colicin;WP_077958122.1;-;719;UniRef50_P05819;-;511;7.1e-21;72.6;4.3;1;3;2.6e-07;0.00066;16.6;1.7;1;50;22;68;22;74;0.83;hypothetical protein [Salmonella enterica]
GCF_003064305.1_ASM306430v1_protein;colicin;WP_077958122.1;-;719;UniRef50_P05819;-;511;7.1e-21;72.6;4.3;2;3;4.9e-05;0.12;9.1;0;155;201;144;189;133;194;0.82;hypothetical protein [Salmonella enterica]
GCF_003064305.1_ASM306430v1_protein;colicin;WP_077958122.1;-;719;UniRef50_P05819;-;511;7.1e-21;72.6;4.3;3;3;7.7e-16;1.9e-12;44.8;0;257;353;234;335;226;358;0.68;hypothetical protein [Salmonella enterica]
GCF_003064305.1_ASM306430v1_protein;colicin;WP_058645033.1;-;583;UniRef50_P09883;-;582;2.3e-302;1002.1;22.5;1;1;1e-305;2.6e-302;1001.9;22.5;1;582;1;578;1;578;0.99;colicin [Salmonella enterica]
GCF_003064305.1_ASM306430v1_protein;colicin;WP_077958122.1;-;719;UniRef50_P09883;-;582;1.5e-23;81.5;0.1;1;3;6e-27;1.5e-23;81.5;0.1;163;336;132;307;125;321;0.83;hypothetical protein [Salmonella enterica]
GCF_003064305.1_ASM306430v1_protein;colicin;WP_077958122.1;-;719;UniRef50_P09883;-;582;1.5e-23;81.5;0.1;2;3;0.8;2000;-4.8;3.1;87;127;335;374;327;382;0.73;hypothetical protein [Salmonella enterica]
GCF_003064305.1_ASM306430v1_protein;colicin;WP_077958122.1;-;719;UniRef50_P09883;-;582;1.5e-23;81.5;0.1;3;3;0.77;2000;-4.7;1.9;206;240;472;509;470;521;0.75;hypothetical protein [Salmonella enterica]
GCF_003064305.1_ASM306430v1_protein;colicin;WP_077958122.1;-;719;UniRef50_P17998;-;697;8.4e-119;395.7;17.1;1;2;1.3e-06;0.0021;14.2;1.1;1;50;22;68;22;74;0.84;hypothetical protein [Salmonella enterica]
GCF_003064305.1_ASM306430v1_protein;colicin;WP_077958122.1;-;719;UniRef50_P17998;-;697;8.4e-119;395.7;17.1;2;2;2.9e-118;4.8e-115;383.2;8.8;155;609;144;596;106;624;0.84;hypothetical protein [Salmonella enterica]
GCF_003064305.1_ASM306430v1_protein;colicin;WP_085336221.1;-;297;UniRef50_P17998;-;697;2e-74;249;2.4;1;1;1.4e-77;2.4e-74;248.7;2.4;437;595;1;159;1;208;0.9;pyocin [Salmonella enterica]
GCF_003064305.1_ASM306430v1_protein;colicin;WP_058645033.1;-;583;UniRef50_P17998;-;697;2.5e-21;73.5;1.7;1;2;0.55;920;-4.4;3.9;23;56;14;51;5;57;0.78;colicin [Salmonella enterica]
GCF_003064305.1_ASM306430v1_protein;colicin;WP_058645033.1;-;583;UniRef50_P17998;-;697;2.5e-21;73.5;1.7;2;2;1.5e-24;2.5e-21;73.5;1.7;145;337;161;340;143;370;0.81;colicin [Salmonella enterica]
GCF_003064365.1_ASM306436v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.2e-38;128.4;8.9;1;1;1.6e-41;7.3e-38;128.1;8.9;4;154;2;152;1;157;0.96;MULTISPECIES: colicin V production protein [Salmonella]
GCF_003064385.1_ASM306438v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.4e-38;128.4;8.9;1;1;1.6e-41;7.5e-38;128.1;8.9;4;154;2;152;1;157;0.96;MULTISPECIES: colicin V production protein [Salmonella]
GCF_003064385.1_ASM306438v1_protein;colicin;WP_058645033.1;-;583;UniRef50_P05819;-;511;9.1e-23;78.8;0.7;1;2;0.65;1000;-3.9;4.8;24;56;15;51;7;56;0.8;colicin [Salmonella enterica]
GCF_003064385.1_ASM306438v1_protein;colicin;WP_058645033.1;-;583;UniRef50_P05819;-;511;9.1e-23;78.8;0.7;2;2;5.7e-26;9.1e-23;78.8;0.7;146;330;162;334;144;456;0.82;colicin [Salmonella enterica]
GCF_003064385.1_ASM306438v1_protein;colicin;WP_108458267.1;-;723;UniRef50_P05819;-;511;6.9e-21;72.6;4.3;1;3;4e-07;0.00063;16.6;1.7;1;50;26;72;26;78;0.83;hypothetical protein [Salmonella enterica]
GCF_003064385.1_ASM306438v1_protein;colicin;WP_108458267.1;-;723;UniRef50_P05819;-;511;6.9e-21;72.6;4.3;2;3;7.3e-05;0.12;9.1;0;155;201;148;193;137;198;0.82;hypothetical protein [Salmonella enterica]
GCF_003064385.1_ASM306438v1_protein;colicin;WP_108458267.1;-;723;UniRef50_P05819;-;511;6.9e-21;72.6;4.3;3;3;1.2e-15;1.9e-12;44.7;0;257;353;238;339;230;362;0.68;hypothetical protein [Salmonella enterica]
GCF_003064385.1_ASM306438v1_protein;colicin;WP_108458273.1;-;725;UniRef50_P05819;-;511;1.2e-20;71.7;2.5;1;3;4e-07;0.00063;16.6;1.7;1;50;22;68;22;74;0.83;colicin-D [Salmonella enterica]
GCF_003064385.1_ASM306438v1_protein;colicin;WP_108458273.1;-;725;UniRef50_P05819;-;511;1.2e-20;71.7;2.5;2;3;0.00034;0.55;6.9;0;155;201;144;189;135;194;0.78;colicin-D [Salmonella enterica]
GCF_003064385.1_ASM306438v1_protein;colicin;WP_108458273.1;-;725;UniRef50_P05819;-;511;1.2e-20;71.7;2.5;3;3;1e-15;1.7e-12;44.9;0;256;354;233;336;225;383;0.73;colicin-D [Salmonella enterica]
GCF_003064385.1_ASM306438v1_protein;colicin;WP_058645033.1;-;583;UniRef50_P09883;-;582;2.2e-302;1002.1;22.5;1;1;1.5e-305;2.5e-302;1001.9;22.5;1;582;1;578;1;578;0.99;colicin [Salmonella enterica]
GCF_003064385.1_ASM306438v1_protein;colicin;WP_108458267.1;-;723;UniRef50_P09883;-;582;1.5e-23;81.5;0.1;1;3;9.1e-27;1.5e-23;81.5;0.1;163;336;136;311;129;325;0.83;hypothetical protein [Salmonella enterica]
GCF_003064385.1_ASM306438v1_protein;colicin;WP_108458267.1;-;723;UniRef50_P09883;-;582;1.5e-23;81.5;0.1;2;3;1.2;1900;-4.8;3.1;87;127;339;378;331;386;0.73;hypothetical protein [Salmonella enterica]
GCF_003064385.1_ASM306438v1_protein;colicin;WP_108458267.1;-;723;UniRef50_P09883;-;582;1.5e-23;81.5;0.1;3;3;1.2;1800;-4.7;1.8;206;239;476;512;474;524;0.75;hypothetical protein [Salmonella enterica]
GCF_003064385.1_ASM306438v1_protein;colicin;WP_108458273.1;-;725;UniRef50_P09883;-;582;2.7e-22;77.3;0.3;1;3;1.7e-25;2.7e-22;77.3;0.3;160;336;129;307;86;324;0.8;colicin-D [Salmonella enterica]
GCF_003064385.1_ASM306438v1_protein;colicin;WP_108458273.1;-;725;UniRef50_P09883;-;582;2.7e-22;77.3;0.3;2;3;0.73;1200;-4.1;2.5;87;127;335;374;326;386;0.72;colicin-D [Salmonella enterica]
GCF_003064385.1_ASM306438v1_protein;colicin;WP_108458273.1;-;725;UniRef50_P09883;-;582;2.7e-22;77.3;0.3;3;3;2.4;3900;-5.8;3.2;206;243;472;512;470;522;0.78;colicin-D [Salmonella enterica]
GCF_003064385.1_ASM306438v1_protein;colicin;WP_108458267.1;-;723;UniRef50_P17998;-;697;2.9e-118;393.8;16.9;1;2;1.3e-06;0.002;14.2;1.1;1;50;26;72;26;78;0.84;hypothetical protein [Salmonella enterica]
GCF_003064385.1_ASM306438v1_protein;colicin;WP_108458267.1;-;723;UniRef50_P17998;-;697;2.9e-118;393.8;16.9;2;2;1e-117;1.6e-114;381.4;8.6;155;609;148;600;110;628;0.84;hypothetical protein [Salmonella enterica]
GCF_003064385.1_ASM306438v1_protein;colicin;WP_108458273.1;-;725;UniRef50_P17998;-;697;6.7e-117;389.3;16.6;1;2;1.3e-06;0.002;14.2;1.1;1;50;22;68;22;74;0.84;colicin-D [Salmonella enterica]
GCF_003064385.1_ASM306438v1_protein;colicin;WP_108458273.1;-;725;UniRef50_P17998;-;697;6.7e-117;389.3;16.6;2;2;2.4e-116;3.9e-113;376.9;8.3;158;595;147;582;134;624;0.83;colicin-D [Salmonella enterica]
GCF_003064385.1_ASM306438v1_protein;colicin;WP_058645033.1;-;583;UniRef50_P17998;-;697;2.4e-21;73.5;1.7;1;2;0.55;880;-4.4;3.9;23;56;14;51;5;57;0.78;colicin [Salmonella enterica]
GCF_003064385.1_ASM306438v1_protein;colicin;WP_058645033.1;-;583;UniRef50_P17998;-;697;2.4e-21;73.5;1.7;2;2;1.5e-24;2.4e-21;73.5;1.7;145;337;161;340;143;370;0.81;colicin [Salmonella enterica]
GCF_003064405.1_ASM306440v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.7e-38;128.4;8.9;1;1;1.6e-41;7.9e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_003064405.1_ASM306440v1_protein;colicin;WP_058645033.1;-;583;UniRef50_P05819;-;511;9.6e-23;78.8;0.7;1;2;0.22;1100;-3.9;4.8;24;56;15;51;7;56;0.8;colicin [Salmonella enterica]
GCF_003064405.1_ASM306440v1_protein;colicin;WP_058645033.1;-;583;UniRef50_P05819;-;511;9.6e-23;78.8;0.7;2;2;1.9e-26;9.6e-23;78.8;0.7;146;330;162;334;144;456;0.82;colicin [Salmonella enterica]
GCF_003064405.1_ASM306440v1_protein;colicin;WP_058645033.1;-;583;UniRef50_P09883;-;582;2.3e-302;1002.1;22.5;1;1;5.2e-306;2.6e-302;1001.9;22.5;1;582;1;578;1;578;0.99;colicin [Salmonella enterica]
GCF_003064405.1_ASM306440v1_protein;colicin;WP_085336308.1;-;296;UniRef50_P17998;-;697;1.2e-74;249.7;2.5;1;1;8.6e-78;1.4e-74;249.5;2.5;437;609;1;173;1;203;0.91;pyocin [Salmonella enterica]
GCF_003064405.1_ASM306440v1_protein;colicin;WP_085336221.1;-;297;UniRef50_P17998;-;697;2e-74;249;2.4;1;1;1.4e-77;2.4e-74;248.7;2.4;437;595;1;159;1;208;0.9;pyocin [Salmonella enterica]
GCF_003064405.1_ASM306440v1_protein;colicin;WP_058645033.1;-;583;UniRef50_P17998;-;697;2.5e-21;73.5;1.7;1;2;0.55;920;-4.4;3.9;23;56;14;51;5;57;0.78;colicin [Salmonella enterica]
GCF_003064405.1_ASM306440v1_protein;colicin;WP_058645033.1;-;583;UniRef50_P17998;-;697;2.5e-21;73.5;1.7;2;2;1.5e-24;2.5e-21;73.5;1.7;145;337;161;340;143;370;0.81;colicin [Salmonella enterica]
GCF_003064425.1_ASM306442v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.9e-38;128.4;8.9;1;1;1.6e-41;8.1e-38;128.1;8.9;4;154;2;152;1;157;0.96;MULTISPECIES: colicin V production protein [Salmonella]
GCF_003064425.1_ASM306442v1_protein;colicin;WP_108415609.1;-;556;UniRef50_P05819;-;511;2.7e-22;77.3;0.7;1;1;1.4e-25;3.8e-22;76.8;0.7;137;330;125;307;117;430;0.82;colicin [Salmonella enterica]
GCF_003064425.1_ASM306442v1_protein;colicin;WP_108415589.1;-;581;UniRef50_P05819;-;511;8.9e-16;55.8;0;1;2;0.00014;0.37;7.6;0.1;164;201;4;43;2;48;0.89;hypothetical protein, partial [Salmonella enterica]
GCF_003064425.1_ASM306442v1_protein;colicin;WP_108415589.1;-;581;UniRef50_P05819;-;511;8.9e-16;55.8;0;2;2;5.6e-16;1.5e-12;45.2;0;257;354;88;190;80;213;0.68;hypothetical protein, partial [Salmonella enterica]
GCF_003064425.1_ASM306442v1_protein;colicin;WP_108415609.1;-;556;UniRef50_P09883;-;582;8.6e-265;878.1;19.8;1;1;4.1e-268;1.1e-264;877.8;19.8;40;582;12;551;8;551;0.99;colicin [Salmonella enterica]
GCF_003064425.1_ASM306442v1_protein;colicin;WP_108415589.1;-;581;UniRef50_P09883;-;582;4.8e-22;76.6;0.2;1;3;1.8e-25;4.8e-22;76.6;0.2;182;336;4;161;2;177;0.82;hypothetical protein, partial [Salmonella enterica]
GCF_003064425.1_ASM306442v1_protein;colicin;WP_108415589.1;-;581;UniRef50_P09883;-;582;4.8e-22;76.6;0.2;2;3;0.35;910;-3.6;2.5;87;127;189;228;180;241;0.72;hypothetical protein, partial [Salmonella enterica]
GCF_003064425.1_ASM306442v1_protein;colicin;WP_108415589.1;-;581;UniRef50_P09883;-;582;4.8e-22;76.6;0.2;3;3;1.2;3200;-5.4;3.2;206;243;326;366;324;376;0.78;hypothetical protein, partial [Salmonella enterica]
GCF_003064425.1_ASM306442v1_protein;colicin;WP_108415589.1;-;581;UniRef50_P17998;-;697;7.3e-116;386;8;1;2;0.00014;0.24;7.5;0.1;164;201;4;43;2;59;0.9;hypothetical protein, partial [Salmonella enterica]
GCF_003064425.1_ASM306442v1_protein;colicin;WP_108415589.1;-;581;UniRef50_P17998;-;697;7.3e-116;386;8;2;2;2.3e-117;4e-114;380.2;4.3;256;609;87;450;63;491;0.87;hypothetical protein, partial [Salmonella enterica]
GCF_003064425.1_ASM306442v1_protein;colicin;WP_108415609.1;-;556;UniRef50_P17998;-;697;4.9e-21;72.6;1.8;1;1;5e-24;8.7e-21;71.7;1.8;137;337;125;313;116;343;0.81;colicin [Salmonella enterica]
GCF_003064425.1_ASM306442v1_protein;colicin;WP_077958314.1;-;189;UniRef50_P17998;-;697;3.4e-16;56.6;0.1;1;1;2.2e-19;3.8e-16;56.4;0.1;551;596;2;47;1;91;0.79;S-type pyocin domain-containing protein [Salmonella enterica]
GCF_003064445.1_ASM306444v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.9e-38;128.4;8.9;1;1;1.6e-41;8.1e-38;128.1;8.9;4;154;2;152;1;157;0.96;MULTISPECIES: colicin V production protein [Salmonella]
GCF_003064445.1_ASM306444v1_protein;colicin;WP_108432822.1;-;583;UniRef50_P05819;-;511;1.9e-22;77.8;0.6;1;3;1;5200;-7;7.8;24;56;15;51;7;56;0.8;colicin [Salmonella enterica]
GCF_003064445.1_ASM306444v1_protein;colicin;WP_108432822.1;-;583;UniRef50_P05819;-;511;1.9e-22;77.8;0.6;2;3;0.089;470;-2.7;2.6;26;59;60;90;56;99;0.8;colicin [Salmonella enterica]
GCF_003064445.1_ASM306444v1_protein;colicin;WP_108432822.1;-;583;UniRef50_P05819;-;511;1.9e-22;77.8;0.6;3;3;3.6e-26;1.9e-22;77.8;0.6;146;330;162;334;145;456;0.82;colicin [Salmonella enterica]
GCF_003064445.1_ASM306444v1_protein;colicin;WP_108432822.1;-;583;UniRef50_P09883;-;582;3.8e-300;994.8;24.4;1;1;8.3e-304;4.3e-300;994.6;24.4;1;582;1;578;1;578;0.99;colicin [Salmonella enterica]
GCF_003064445.1_ASM306444v1_protein;colicin;WP_108432827.1;-;283;UniRef50_P17998;-;697;2.2e-67;225.7;3.6;1;1;1.5e-70;2.7e-67;225.5;3.6;451;609;2;160;1;190;0.9;pyocin [Salmonella enterica]
GCF_003064445.1_ASM306444v1_protein;colicin;WP_108432822.1;-;583;UniRef50_P17998;-;697;4.4e-21;72.7;1.5;1;3;0.97;1700;-5.2;4.8;23;56;14;51;5;57;0.78;colicin [Salmonella enterica]
GCF_003064445.1_ASM306444v1_protein;colicin;WP_108432822.1;-;583;UniRef50_P17998;-;697;4.4e-21;72.7;1.5;2;3;0.46;800;-4.2;2.8;25;59;59;90;38;99;0.77;colicin [Salmonella enterica]
GCF_003064445.1_ASM306444v1_protein;colicin;WP_108432822.1;-;583;UniRef50_P17998;-;697;4.4e-21;72.7;1.5;3;3;2.5e-24;4.4e-21;72.7;1.5;145;337;161;340;144;370;0.81;colicin [Salmonella enterica]
GCF_003064445.1_ASM306444v1_protein;colicin;WP_077958314.1;-;189;UniRef50_P17998;-;697;3.4e-16;56.6;0.1;1;1;2.2e-19;3.8e-16;56.4;0.1;551;596;2;47;1;91;0.79;S-type pyocin domain-containing protein [Salmonella enterica]
GCF_003064465.1_ASM306446v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.9e-38;128.4;8.9;1;1;1.6e-41;8.1e-38;128.1;8.9;4;154;2;152;1;157;0.96;MULTISPECIES: colicin V production protein [Salmonella]
GCF_003064465.1_ASM306446v1_protein;colicin;WP_108415609.1;-;556;UniRef50_P05819;-;511;2.7e-22;77.3;0.7;1;1;1.4e-25;3.8e-22;76.8;0.7;137;330;125;307;117;430;0.82;colicin [Salmonella enterica]
GCF_003064465.1_ASM306446v1_protein;colicin;WP_108424813.1;-;454;UniRef50_P05819;-;511;5.4e-07;26.8;0;1;3;7e-10;1.8e-06;25.1;0;272;315;2;47;1;72;0.82;pyocin [Salmonella enterica]
GCF_003064465.1_ASM306446v1_protein;colicin;WP_108424813.1;-;454;UniRef50_P05819;-;511;5.4e-07;26.8;0;2;3;0.18;470;-2.7;0;321;340;97;116;92;138;0.8;pyocin [Salmonella enterica]
GCF_003064465.1_ASM306446v1_protein;colicin;WP_108424813.1;-;454;UniRef50_P05819;-;511;5.4e-07;26.8;0;3;3;0.16;410;-2.5;0;473;490;158;178;122;245;0.61;pyocin [Salmonella enterica]
GCF_003064465.1_ASM306446v1_protein;colicin;WP_108415609.1;-;556;UniRef50_P09883;-;582;8.6e-265;878.1;19.8;1;1;2e-268;1.1e-264;877.8;19.8;40;582;12;551;8;551;0.99;colicin [Salmonella enterica]
GCF_003064465.1_ASM306446v1_protein;colicin;WP_108424813.1;-;454;UniRef50_P17998;-;697;2.3e-105;351.3;5.1;1;1;1.6e-108;2.8e-105;351;5.1;272;609;2;331;1;360;0.89;pyocin [Salmonella enterica]
GCF_003064465.1_ASM306446v1_protein;colicin;WP_108415609.1;-;556;UniRef50_P17998;-;697;4.9e-21;72.6;1.8;1;1;5e-24;8.7e-21;71.7;1.8;137;337;125;313;116;343;0.81;colicin [Salmonella enterica]
GCF_003064465.1_ASM306446v1_protein;colicin;WP_077958314.1;-;189;UniRef50_P17998;-;697;3.4e-16;56.6;0.1;1;1;2.2e-19;3.9e-16;56.4;0.1;551;596;2;47;1;91;0.79;S-type pyocin domain-containing protein [Salmonella enterica]
GCF_003064545.1_ASM306454v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.7e-38;128.4;8.9;1;1;1.6e-41;6.7e-38;128.1;8.9;4;154;2;152;1;157;0.96;MULTISPECIES: colicin V production protein [Salmonella]
GCF_003064555.1_ASM306455v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;MULTISPECIES: colicin V production protein [Salmonella]
GCF_003064605.1_ASM306460v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;MULTISPECIES: colicin V production protein [Salmonella]
GCF_003064625.1_ASM306462v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6e-38;128.4;8.9;1;1;1.6e-41;7.1e-38;128.1;8.9;4;154;2;152;1;157;0.96;MULTISPECIES: colicin V production protein [Salmonella]
GCF_003064635.1_ASM306463v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;6.9e-38;128.1;8.9;4;154;2;152;1;157;0.96;MULTISPECIES: colicin V production protein [Salmonella]
GCF_003064665.1_ASM306466v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;MULTISPECIES: colicin V production protein [Salmonella]
GCF_003064685.1_ASM306468v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;MULTISPECIES: colicin V production protein [Salmonella]
GCF_003064705.1_ASM306470v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;6.9e-38;128.1;8.9;4;154;2;152;1;157;0.96;MULTISPECIES: colicin V production protein [Salmonella]
GCF_003064725.1_ASM306472v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;6.9e-38;128.1;8.9;4;154;2;152;1;157;0.96;MULTISPECIES: colicin V production protein [Salmonella]
GCF_003064745.1_ASM306474v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;6.9e-38;128.1;8.9;4;154;2;152;1;157;0.96;MULTISPECIES: colicin V production protein [Salmonella]
GCF_003064765.1_ASM306476v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;6.9e-38;128.1;8.9;4;154;2;152;1;157;0.96;MULTISPECIES: colicin V production protein [Salmonella]
GCF_003064785.1_ASM306478v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;MULTISPECIES: colicin V production protein [Salmonella]
GCF_003064845.1_ASM306484v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;6.9e-38;128.1;8.9;4;154;2;152;1;157;0.96;MULTISPECIES: colicin V production protein [Salmonella]
GCF_003064865.1_ASM306486v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;6.9e-38;128.1;8.9;4;154;2;152;1;157;0.96;MULTISPECIES: colicin V production protein [Salmonella]
